aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
5872ba,6.4999999999999245,31021.91130952381,27.930145611120487,57.6005149465659,17.231940315408032,7.135228273428141,5.240686904701291,0.0,4.917408453245281e-11,3.9157906624939316e-09,1.0025156551074085e-09,6.7165603466361025e-09,1.2680939457310244e-08,1.702059890597558e-08,2.0013093037755427e-08,1.1713201588978343e-08,4.715690433625197e-10,5.626660309074795e-10,6.320339792841285e-09,2.668589074331156e-09,8.505281893438912e-09,2.405076579879246e-09,3.066918470943939e-07,9.249447830467194e-08,1.9870294617842377e-09,7.0123245211739115e-09,8.422342887095576e-09,1.7022661809864593e-09,1.8032742023264525e-08,8.636520799167674e-14,5.730845012055927e-09,0.013444740682232326,9.392708195569814e-09,300.31469936230286
5889de,8.666666666666742,28701.992628205127,16.067989332115214,69.18244105896888,9.51512772896329,7.27402512164825,5.903136804677667,0.0,5.8077804034838424e-11,4.86580877544136e-09,2.0821369137455417e-09,1.1490708581233259e-09,2.0961170894097906e-09,2.344265760343015e-09,6.540606064191197e-09,3.3914702335514785e-09,1.7702765279677187e-10,1.4439275221853987e-10,2.5408915223473178e-09,7.597292019395441e-10,7.906641204022472e-10,4.774161258526188e-09,1.6095567523639585e-07,5.062982572230247e-08,5.240786217114033e-10,1.6961416829969502e-09,8.633964679928574e-10,1.7063862167234266e-09,1.0065336422357943e-08,2.7838250971126596e-14,1.3890500190031938e-09,0.007938593340862983,4.895823643249375e-09,288.58112096098967
588bd9,5.9999999999999245,28027.722633744856,11.716326478072164,80.03974278911171,7.943201860602333,7.6135464656039895,5.745299551648697,0.0,1.7126121607697504e-10,1.4531330966162863e-08,6.305930107122207e-09,2.412747735068121e-10,4.6180014901097565e-10,5.477340823424738e-10,4.4951048857839435e-09,2.2982539414238754e-09,1.5239060082525436e-10,1.2632205648470962e-10,1.1372671336301433e-09,5.422076509936909e-10,6.169865595584981e-10,5.986186504993005e-10,1.4138257246415095e-07,4.7612897360473414e-08,2.933612884654334e-10,8.992171449824449e-10,7.795277825215446e-10,2.6046928690190546e-09,1.163306700317272e-08,2.3830524142552055e-14,7.988521628210243e-10,0.007023108695027824,2.1352155061164185e-09,284.8282021826041
58b70f,7.333333333333409,30823.45425531915,27.710600786189886,78.518544253778,23.22581151476538,6.156472727332013,5.654063692121601,0.0,1.443839161416321e-10,1.1629380414202635e-08,4.290540014470321e-09,1.482211745939957e-09,2.8063206876429537e-09,3.117559741707091e-09,2.305472027433444e-08,1.5092644600930347e-08,4.3993316819598315e-10,6.689568427164998e-10,6.584219970239757e-09,1.9084799401732238e-09,1.2996427265954026e-09,8.437949601636216e-09,3.2114539989921724e-07,5.5152680030630705e-08,1.4798120652483536e-09,3.4638781652429014e-09,1.7507865304319954e-09,2.622659833277599e-09,9.513364089261822e-09,6.17108571345421e-14,1.6611391730754486e-09,0.016895480342077843,1.2261504251205557e-08,299.74175693480413
58e831,5.75,25769.114999999998,8.306105312946078,31.23115828052266,5.762961433608625,7.0932112164244865,9.332328957888219,0.0061251321243088195,6.625992421915302e-11,5.418677146907548e-09,2.1650903393236573e-09,5.528784298194029e-10,9.636275192978037e-10,3.717161147979031e-10,6.5296357101370025e-09,3.6554748781202075e-09,1.9421627433853197e-10,2.0678284123221024e-10,1.9650986105072958e-09,6.114123663904194e-10,3.8521391709249064e-10,4.6326367007728506e-09,1.5348730210806562e-07,5.403828704807337e-08,7.066229444002107e-10,1.907936214243967e-09,1.168112273483592e-09,1.2569930579917866e-09,1.0420683869830694e-08,4.044702507419644e-14,1.5922330157479746e-09,0.010840920059289027,4.886030075214429e-09,291.7099569802313
59244b,7.333333333333333,28410.66956521739,12.423164260514806,75.88242674077327,7.759883316816225,5.126559993322782,5.8494064402594415,0.0,4.665620868915829e-11,3.926063493297235e-09,1.3200652761958752e-09,4.2677650968877796e-10,8.003566188711437e-10,7.648252332480776e-10,6.148557731620136e-09,3.67312310212003e-09,1.7954840763951474e-10,1.3588905952057688e-10,7.931551758311061e-10,6.275716591491611e-10,3.660472676893126e-10,4.266398103053232e-09,1.7465049420771295e-07,4.749938422578383e-08,3.0331710921732723e-10,1.267052474908991e-09,5.15003545101076e-10,8.533466096838697e-10,8.955489665599966e-09,2.2194708673363827e-14,1.3986179743442758e-09,0.006730536265587152,1.028769814067368e-09,283.7525098187604
5a3386,5.666666666666667,32240.25734126984,27.94244816016504,78.8450930201466,23.385707016716612,6.017279186133664,5.8236102323543175,0.0,1.4559882318404789e-10,1.1730954622545613e-08,4.410434666593316e-09,1.4600753713865733e-09,2.7985443382002763e-09,3.0526616834757436e-09,2.1193587328086504e-08,1.3707011988638241e-08,4.0855307259071156e-10,6.070043050782717e-10,6.471679195281364e-09,1.8273071525651126e-09,1.402487926038013e-09,8.388498017127018e-09,2.9830454157073607e-07,5.612864043459733e-08,1.525976225128544e-09,3.759791531511123e-09,1.790478214245711e-09,1.8166818087276583e-09,9.588565882237576e-09,6.077552342936259e-14,1.6661166027160345e-09,0.017003132146734285,1.2593227451010075e-08,300.0313824414763
5a5b01,5.916666666666591,35236.74652173913,12.078993195228248,79.02524247744739,8.113451460166681,7.896425895151679,5.807343327367293,0.0,1.6872340158508693e-10,1.430208773775176e-08,6.0563058427067184e-09,2.3008587638219017e-10,4.263073063246758e-10,4.5155623061646514e-10,4.622970418340817e-09,2.33404448898981e-09,1.6156808880716132e-10,1.4174983327711784e-10,1.1363849581902801e-09,5.291350240083456e-10,5.694879988852146e-10,7.277754109662092e-10,1.4080480060415253e-07,4.791712782911884e-08,3.0560028512595126e-10,9.073803731427889e-10,8.163285362875832e-10,2.1363702017478717e-09,1.1292324587865095e-08,2.6127799255663912e-14,8.649504226860723e-10,0.007103050393048297,2.0001781818920546e-09,284.96116867624653
5a7547,9.583333333333334,34193.11265432098,11.654757955153068,74.94105228878793,6.691417543889163,6.836035880424654,5.875345098329639,0.0,7.61771572218533e-11,6.437283782241998e-09,2.1541108267549356e-09,3.3912809026729087e-10,6.439608249933406e-10,6.254574378179781e-10,5.988467310978224e-09,3.144871615786423e-09,1.8848952065713926e-10,1.7332211457845996e-10,1.0155882520590733e-09,5.278906175722687e-10,3.273045182939803e-10,2.082565488566642e-09,1.6212032103093991e-07,4.60133052498479e-08,3.0377209215669083e-10,1.1117424066630847e-09,6.758758174716835e-10,1.797320576308183e-09,1.1208090512003163e-08,2.6060032096983562e-14,1.2673858892791994e-09,0.0066364323053350344,1.5920018505662042e-09,284.41048545779284
5acf5c,8.333333333333258,28513.609615384616,27.35935596202675,81.24099785072134,23.626342086664724,5.266520423725944,4.529650225252019,0.0,7.718625443475354e-11,6.075666022689565e-09,1.024812144743973e-09,2.843897490060386e-10,4.675852647249149e-10,1.5257884350240912e-10,2.3767658461542203e-08,1.5395133329394347e-08,3.8227471647116355e-10,4.369472756074083e-10,9.073759378595598e-09,1.4610268129124094e-09,2.2479780771102347e-09,1.1849147095137902e-08,3.0532216730796885e-07,5.913722376294734e-08,1.7333675771463408e-09,5.806506493056657e-09,2.1944831097060263e-09,7.039025396548387e-10,1.2146660462773667e-08,4.501659249861735e-14,3.6935995737440483e-09,0.017588494101400988,1.5162565721527852e-08,299.6924195069344
5b6c97,1.999999999999924,32920.2443977591,15.111281206527662,79.29457492641382,11.273074435757152,9.033288920476485,5.989603404911121,0.0,2.170203990772546e-10,1.830648422438786e-08,8.384255253030046e-09,7.447840876032291e-11,1.3190426935184456e-10,8.330266323672987e-11,1.7886434974196033e-09,8.848612214521799e-10,6.385759264156306e-11,7.150986725721018e-11,8.925676995736069e-10,3.010777582037797e-10,1.4089929075108322e-10,2.3229490728015527e-09,6.908023940507069e-08,4.029415350100921e-08,2.7940918956498073e-10,6.357328537207343e-10,1.185678276047267e-10,2.0244448490489447e-10,2.1704844824587073e-09,2.000171204995081e-14,3.830141568081157e-10,0.008440004940669663,9.421381245719291e-10,287.9184901640466
5b9f5b,5.7500000000000755,29559.16641791045,12.469185877849144,79.2137831126156,8.474200193990608,7.174727954963762,5.786194161595898,0.0,1.7221250651457562e-10,1.4604353016947235e-08,6.3646769844587e-09,2.8093126925121853e-10,5.336788368290244e-10,5.983068689357861e-10,4.434750107901128e-09,2.166118750800438e-09,1.5695610160945081e-10,1.3302602985475836e-10,1.06820917621365e-09,5.443835842382149e-10,6.035931816913273e-10,7.426261956832032e-10,1.3817066250769616e-07,4.82352076318049e-08,3.17470242012698e-10,9.496754313992187e-10,7.735804688538401e-10,2.105532290238378e-09,1.1884432911767663e-08,2.6580858133948732e-14,8.330953601254733e-10,0.007286574933447991,1.749157275937322e-09,285.71596680390854
5bbf12,5.666666666666667,29430.896428571432,11.470224495974412,80.2969050620168,7.7696761507982375,7.736060792746085,5.762728871228504,0.0,1.8194548268067715e-10,1.5454230744646736e-08,6.983496205533775e-09,2.1664611450801718e-10,4.1301718289021976e-10,4.413978780770631e-10,4.25618449438182e-09,2.115345182078038e-09,1.475593345433541e-10,1.1800747154426983e-10,9.756607628365473e-10,5.251849201872325e-10,5.387921061851537e-10,6.763650863846832e-10,1.3857727174819978e-07,4.87114844830388e-08,2.646582218148587e-10,8.373844000131896e-10,6.734392638347674e-10,1.9284504625347137e-09,1.0453734703269356e-08,2.276690652922897e-14,8.173349588546094e-10,0.00690376851560557,1.7489224708133769e-09,284.6057483679377
5c104a,7.4999999999999245,26227.333146067416,6.835824285969755,23.918053336545828,3.2283545045849444,6.628998742470382,9.50750754303228,0.0055900914788433245,4.2510434725832204e-11,3.477022200097165e-09,1.2024538556051068e-09,4.2002844427100334e-10,7.556852812724233e-10,5.127227931387174e-10,6.740463208833545e-09,3.805752021024363e-09,1.9945052341080562e-10,1.9930498139613661e-10,1.6360452273783857e-09,6.303193498099315e-10,3.7840171631468043e-10,5.709411529028463e-09,1.6140603192197375e-07,5.365151241047538e-08,6.036990941547091e-10,2.0768632949060187e-09,9.838377863906961e-10,1.5507868525116824e-09,1.1418582498500148e-08,4.062400963162467e-14,1.6542819595046243e-09,0.00849928764327136,4.642446933733817e-09,289.9681955560467
5d4c4c,5.9166666666667425,22993.13740740741,13.560884773543528,69.89573936967905,7.0644156750138105,6.528577279361196,5.7743325298231625,0.0,4.017884135149682e-11,3.3735261164319226e-09,1.044381623493682e-09,7.884928508399636e-10,1.482274413502052e-09,1.5441791612614812e-09,5.8377054055910315e-09,2.906190909448866e-09,1.7128024364324547e-10,1.2948038591613925e-10,1.8547636244463312e-09,6.191084754853788e-10,7.356687310983988e-10,2.6160133875931587e-09,1.6309673193547266e-07,5.1458580011497085e-08,4.953489368274546e-10,1.5308368802568969e-09,6.818922925630012e-10,9.287757770249251e-10,6.848198520398795e-09,3.1229240400243185e-14,1.3622732291505562e-09,0.007031285432752808,5.019943083209865e-09,286.3574377939301
5d9174,3.75,37484.379781420765,23.421507282887653,77.86111158666726,19.05966458568388,8.523465660065085,5.543014952524805,0.0,1.4152176462792255e-10,1.1758112729704347e-08,7.4096733500473445e-09,5.055411297531348e-10,9.248019026516064e-10,6.95799818502994e-10,2.1323139788932638e-08,1.5098970834432454e-08,6.945383183295911e-10,1.3281762614298095e-09,8.272047470077764e-09,2.06008267269595e-09,1.1214887029132675e-09,3.5960487271100366e-09,3.2890764936971235e-07,6.499126608307997e-08,9.211457940607258e-10,3.3570916045018467e-09,4.3160920596080676e-09,9.90126457580075e-09,2.1757477710553653e-08,5.5825014501692617e-14,3.394407913349758e-09,0.014046899520723528,1.99809297791746e-08,294.7897024375382
5dc541,6.0833333333332575,23201.45984848485,11.726689754686085,74.9175627603218,6.614827510694028,5.835034018528796,5.745943801913137,0.0,4.218190874689783e-11,3.546164811136229e-09,1.3296986913585017e-09,5.084078084790619e-10,9.78624676355173e-10,1.1303135622767817e-09,5.612098715200772e-09,3.079319853266959e-09,1.6907424850548626e-10,1.2834987699080408e-10,1.3764072687476443e-09,6.461858746399389e-10,6.296989139652867e-10,2.6172727139811664e-09,1.6760239131775336e-07,4.924996483174712e-08,3.783758726776414e-10,1.4316988606060238e-09,5.697951402860396e-10,1.1799450091903136e-09,8.711588535117053e-09,2.2539331668656737e-14,1.4291667538751384e-09,0.006710178635728304,4.724951227448609e-09,284.8598698495445
5e2bd1,3.4166666666666665,32133.18767361111,7.608668634611046,78.65604825418221,3.628310450863143,7.9718498892779905,5.7331960059241425,0.0,8.386673016476921e-11,7.115622287076559e-09,2.888312960592439e-09,1.8463395501475977e-10,3.5758341264730166e-10,3.9514759645482025e-10,3.4397883498538563e-09,1.530213703120599e-09,1.3596154866651983e-10,1.0505721480721735e-10,7.274089327477593e-10,5.591962045837245e-10,4.920654549597223e-10,4.1640326158135553e-10,1.329516874291075e-07,5.528563037829613e-08,2.3473553724070817e-10,8.553875877485042e-10,5.924184138967753e-10,2.976666092701036e-10,4.4887374950399665e-09,1.7638741132119365e-14,1.248426372265167e-09,0.005666545224470853,7.979072503666979e-10,281.298805303547
5e62a0,5.9166666666667425,27031.79393939394,16.589088556126207,69.83636359357659,10.220957613506819,7.332722531147476,5.932287915711895,0.0,5.705352543039124e-11,4.775430233658514e-09,2.092796506939903e-09,1.103915265874068e-09,2.0072503367255203e-09,2.2278379607749603e-09,6.0853874156830845e-09,3.0270115279844395e-09,1.6687451374786087e-10,1.1754095714776663e-10,2.510496006683216e-09,7.202645676848848e-10,7.333759772497612e-10,4.849359328892667e-09,1.5736150319255642e-07,5.345194415730832e-08,5.694938142749975e-10,1.7046790807068333e-09,8.854445183754763e-10,1.6030182731430635e-09,9.326504708934941e-09,2.800194971654761e-14,1.4156162820405372e-09,0.008320543318389377,4.763264024459397e-09,289.1507065880856
5ea36b,3.666666666666591,25461.195833333335,27.496199917305315,72.19431446672303,21.684906409052775,6.26675414069454,5.943214808807819,0.0,7.454712045038242e-11,5.955124618285009e-09,1.7893400847617486e-09,5.925250165670777e-10,1.0493281240936439e-09,5.784249007196104e-10,3.166196345923074e-08,2.3189403018582427e-08,5.106573455578201e-10,8.177463418675711e-10,7.117846094068685e-09,1.47198762162338e-09,1.6913909482159625e-09,1.3353311643743879e-08,4.227635136069547e-07,4.4527864794748717e-08,1.0367290951762126e-09,4.605418120120051e-09,1.5012667188787664e-09,4.099475874055534e-09,1.6359044349265187e-08,4.5249083772773214e-14,2.2685814412319836e-09,0.01629295052864706,2.0684202747213086e-08,299.28151839892774
5eaf08,5.9166666666667425,28381.73881578947,11.948822210997958,80.30692950694622,8.176135242176557,7.5204457524019555,5.766216359915138,0.0,1.780616174480086e-10,1.510522365391549e-08,6.8349408941747235e-09,2.5602032346119395e-10,4.9366972080822e-10,5.459009207537954e-10,4.359036068613719e-09,2.2068665659529776e-09,1.4882103694873616e-10,1.240244008516616e-10,9.875793271977995e-10,5.286655875222721e-10,6.010099028460554e-10,7.575650485700264e-10,1.3827788856738103e-07,4.8042403478759725e-08,2.868391398034911e-10,9.121948573419809e-10,7.476266734574189e-10,2.271798583022903e-09,1.1250594104031499e-08,2.449335001956699e-14,8.000785658110304e-10,0.007111985785281654,1.8010959033872104e-09,285.00143792906425
5ed258,7.5833333333332575,29973.450809061487,11.654337760876041,73.94605833802443,6.393033896257081,6.612841620062677,5.658986792118752,0.0,5.0389248454468886e-11,4.252055186701281e-09,1.4193799136472731e-09,4.877286348810033e-10,9.263134434287303e-10,1.0140377201950175e-09,6.243561713863456e-09,3.4961920760937337e-09,1.6908920592087736e-10,1.5206027257255585e-10,1.8985718352827167e-09,6.295127377455162e-10,7.806823878650448e-10,2.8083424519897435e-09,1.6748021008945193e-07,4.5951009190214396e-08,3.6007197379083285e-10,1.597233878911204e-09,7.116273049723459e-10,1.2384312023810247e-09,9.259429843434988e-09,2.6439436139446266e-14,1.5047920971543953e-09,0.006722529088425202,7.378313951549297e-09,284.61518020779295
5ef5b2,5.75,28323.350490196077,11.50995616607919,76.98073138703009,7.11152509080588,6.84506187363228,5.891345473550752,0.0,7.143448000879304e-11,6.022985042790283e-09,2.2194535368767967e-09,3.075202727768465e-10,5.869832022156187e-10,6.264593642969523e-10,5.129417847285164e-09,2.602249757636845e-09,1.924753336553215e-10,1.561486714338744e-10,9.65084477739885e-10,5.680612324323454e-10,3.271243764466654e-10,1.0456134280599127e-09,1.5524771552624713e-07,5.522929223456425e-08,3.93583773303504e-10,9.239219619030226e-10,7.472092149787573e-10,1.3918943118649397e-09,8.603527507885727e-09,2.4524560476803124e-14,1.2156587518022193e-09,0.0070376386324508735,1.0962282430454524e-09,284.46123453306
5f492b,5.25,32791.59040880503,11.860253396500452,76.11799439325752,7.259492470426907,7.2865711009673735,5.87708651001217,0.0,1.0057239597345573e-10,8.510472061637825e-09,3.1670336876419807e-09,3.0939147959282244e-10,5.920378723846427e-10,5.8131537986777e-10,5.3503636752735044e-09,2.6331941658547736e-09,1.8527606976853953e-10,1.6390892757386902e-10,1.1024277002730405e-09,5.174928380204851e-10,3.126059487805278e-10,1.3375460953618717e-09,1.5033897203776963e-07,4.7157289415732604e-08,2.873784003588456e-10,9.335511905219721e-10,7.254964120411694e-10,1.4437903648188895e-09,1.0339574669730745e-08,2.4961731570509264e-14,1.1127586851103017e-09,0.006801338434969094,1.5104828291184452e-09,284.71947739576694
5fe65d,2.8333333333333335,22600.472023809525,17.333486230967527,69.35853916332017,10.858508497892954,7.914055643482646,5.967917867045652,0.0,6.842974536420304e-11,5.7139820107257085e-09,2.6133925838079174e-09,1.0336248082306138e-09,1.94889036754254e-09,2.2818705033383093e-09,5.624006391488343e-09,2.951851638808393e-09,1.703757408770935e-10,1.2649235554565322e-10,2.2071518077280154e-09,7.81029775620696e-10,1.1021186629991689e-09,3.4501607690235095e-09,1.6166105079131372e-07,5.497901737477876e-08,6.295015039910095e-10,2.0683765641259904e-09,1.1838096853067918e-09,1.4202850289990821e-09,1.0565183332360849e-08,2.888684356477532e-14,1.3835770281888429e-09,0.009023492655246075,4.923222944524542e-09,289.7262411395213
5fee07,4.9166666666667425,28515.448397435895,27.44391534380383,80.93794693651873,23.61697619553412,5.314311075276365,4.482460905181702,0.0,7.530756103899799e-11,5.925705891955416e-09,1.0331253820190013e-09,2.791097938483775e-10,4.612366429976827e-10,1.6053457207803605e-10,2.5080199878018935e-08,1.6285548130345026e-08,4.027789258782978e-10,4.687934879273521e-10,9.999721628947967e-09,1.5463539169049727e-09,2.32717253051405e-09,1.2511573702433447e-08,3.183485642823963e-07,6.050362032693012e-08,1.7821405659045271e-09,6.0630872235260265e-09,2.2497757390352647e-09,7.196233042223315e-10,1.228998678441286e-08,4.6109650156545564e-14,3.9818237578096245e-09,0.017559389124952127,1.751840765464585e-08,299.7110143318681
